goal	target	indicator	series	seriesDescription	geoAreaCode	Reporting Type	Units	Age	Bounds	UnitMultiplier	Type of product	N	latest.year	latest.value	1990.Nature	1990.source	1990.time_detail	1990.value	1991.Nature	1991.source	1991.time_detail	1991.value	1992.Nature	1992.source	1992.time_detail	1992.value	1993.Nature	1993.source	1993.time_detail	1993.value	1994.Nature	1994.source	1994.time_detail	1994.value	1995.Nature	1995.source	1995.time_detail	1995.value	1996.Nature	1996.source	1996.time_detail	1996.value	1997.Nature	1997.source	1997.time_detail	1997.value	1998.Nature	1998.source	1998.time_detail	1998.value	1999.Nature	1999.source	1999.time_detail	1999.value	2000.Nature	2000.source	2000.time_detail	2000.value	2001.Nature	2001.source	2001.time_detail	2001.value	2002.Nature	2002.source	2002.time_detail	2002.value	2003.Nature	2003.source	2003.time_detail	2003.value	2004.Nature	2004.source	2004.time_detail	2004.value	2005.Nature	2005.source	2005.time_detail	2005.value	2006.Nature	2006.source	2006.time_detail	2006.value	2007.Nature	2007.source	2007.time_detail	2007.value	2008.Nature	2008.source	2008.time_detail	2008.value	2009.Nature	2009.source	2009.time_detail	2009.value	2010.Nature	2010.source	2010.time_detail	2010.value	2011.Nature	2011.source	2011.time_detail	2011.value	2012.Nature	2012.source	2012.time_detail	2012.value	2013.Nature	2013.source	2013.time_detail	2013.value	2014.Nature	2014.source	2014.time_detail	2014.value	2015.Nature	2015.source	2015.time_detail	2015.value	2016.Nature	2016.source	2016.time_detail	2016.value	2017.Nature	2017.source	2017.time_detail	2017.value	2018.Nature	2018.source	2018.time_detail	2018.value
2	2.5	2.5.2	ER_RSK_LBREDN	Local breeds classified as known being not at risk (number)	578	G	NUMBER					29	2018	5	C	DAD-IS 2018 http://www.fao.org/dad-is/		5	C	DAD-IS 2018 http://www.fao.org/dad-is/		5	C	DAD-IS 2018 http://www.fao.org/dad-is/		5	C	DAD-IS 2018 http://www.fao.org/dad-is/		6	C	DAD-IS 2018 http://www.fao.org/dad-is/		7	C	DAD-IS 2018 http://www.fao.org/dad-is/		7	C	DAD-IS 2018 http://www.fao.org/dad-is/		7	C	DAD-IS 2018 http://www.fao.org/dad-is/		8	C	DAD-IS 2018 http://www.fao.org/dad-is/		8	C	DAD-IS 2018 http://www.fao.org/dad-is/		8	C	DAD-IS 2018 http://www.fao.org/dad-is/		7	C	DAD-IS 2018 http://www.fao.org/dad-is/		7	C	DAD-IS 2018 http://www.fao.org/dad-is/		7	C	DAD-IS 2018 http://www.fao.org/dad-is/		7	C	DAD-IS 2018 http://www.fao.org/dad-is/		7	C	DAD-IS 2018 http://www.fao.org/dad-is/		6	C	DAD-IS 2018 http://www.fao.org/dad-is/		7	C	DAD-IS 2018 http://www.fao.org/dad-is/		6	C	DAD-IS 2018 http://www.fao.org/dad-is/		5	C	DAD-IS 2018 http://www.fao.org/dad-is/		5	C	DAD-IS 2018 http://www.fao.org/dad-is/		2	C	DAD-IS 2018 http://www.fao.org/dad-is/		3	C	DAD-IS 2018 http://www.fao.org/dad-is/		4	C	DAD-IS 2018 http://www.fao.org/dad-is/		5	C	DAD-IS 2018 http://www.fao.org/dad-is/		5	C	DAD-IS 2018 http://www.fao.org/dad-is/		5	C	DAD-IS 2018 http://www.fao.org/dad-is/		6	C	DAD-IS 2018 http://www.fao.org/dad-is/		5	C	DAD-IS 2018 http://www.fao.org/dad-is/		5
2	2.5	2.5.2	ER_RSK_LBREDN	Local breeds classified as known being not at risk (number)	580	G	NUMBER					11	2018	0																																																																									C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0
2	2.5	2.5.2	ER_RSK_LBREDN	Local breeds classified as known being not at risk (number)	586	G	NUMBER					29	2018	0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0
2	2.5	2.5.2	ER_RSK_LBREDN	Local breeds classified as known being not at risk (number)	591	G	NUMBER					11	2018	0																																																																									C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0
2	2.5	2.5.2	ER_RSK_LBREDN	Local breeds classified as known being not at risk (number)	598	G	NUMBER					29	2018	0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0
2	2.5	2.5.2	ER_RSK_LBREDN	Local breeds classified as known being not at risk (number)	60	G	NUMBER					25	2018	0																	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0
2	2.5	2.5.2	ER_RSK_LBREDN	Local breeds classified as known being not at risk (number)	600	G	NUMBER					16	2018	0																																																					C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0
2	2.5	2.5.2	ER_RSK_LBREDN	Local breeds classified as known being not at risk (number)	604	G	NUMBER					29	2018	1	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		2	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		2	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1
2	2.5	2.5.2	ER_RSK_LBREDN	Local breeds classified as known being not at risk (number)	608	G	NUMBER					29	2018	0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0
2	2.5	2.5.2	ER_RSK_LBREDN	Local breeds classified as known being not at risk (number)	61	G	NUMBER					29	2018	0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0
2	2.5	2.5.2	ER_RSK_LBREDN	Local breeds classified as known being not at risk (number)	616	G	NUMBER					29	2018	16	C	DAD-IS 2018 http://www.fao.org/dad-is/		6	C	DAD-IS 2018 http://www.fao.org/dad-is/		6	C	DAD-IS 2018 http://www.fao.org/dad-is/		6	C	DAD-IS 2018 http://www.fao.org/dad-is/		13	C	DAD-IS 2018 http://www.fao.org/dad-is/		13	C	DAD-IS 2018 http://www.fao.org/dad-is/		13	C	DAD-IS 2018 http://www.fao.org/dad-is/		29	C	DAD-IS 2018 http://www.fao.org/dad-is/		28	C	DAD-IS 2018 http://www.fao.org/dad-is/		30	C	DAD-IS 2018 http://www.fao.org/dad-is/		30	C	DAD-IS 2018 http://www.fao.org/dad-is/		27	C	DAD-IS 2018 http://www.fao.org/dad-is/		27	C	DAD-IS 2018 http://www.fao.org/dad-is/		28	C	DAD-IS 2018 http://www.fao.org/dad-is/		28	C	DAD-IS 2018 http://www.fao.org/dad-is/		26	C	DAD-IS 2018 http://www.fao.org/dad-is/		24	C	DAD-IS 2018 http://www.fao.org/dad-is/		24	C	DAD-IS 2018 http://www.fao.org/dad-is/		5	C	DAD-IS 2018 http://www.fao.org/dad-is/		3	C	DAD-IS 2018 http://www.fao.org/dad-is/		4	C	DAD-IS 2018 http://www.fao.org/dad-is/		4	C	DAD-IS 2018 http://www.fao.org/dad-is/		6	C	DAD-IS 2018 http://www.fao.org/dad-is/		7	C	DAD-IS 2018 http://www.fao.org/dad-is/		17	C	DAD-IS 2018 http://www.fao.org/dad-is/		17	C	DAD-IS 2018 http://www.fao.org/dad-is/		17	C	DAD-IS 2018 http://www.fao.org/dad-is/		16	C	DAD-IS 2018 http://www.fao.org/dad-is/		16	C	DAD-IS 2018 http://www.fao.org/dad-is/		16
2	2.5	2.5.2	ER_RSK_LBREDN	Local breeds classified as known being not at risk (number)	62	G	NUMBER					29	2018	23	C	DAD-IS 2018 http://www.fao.org/dad-is/		6	C	DAD-IS 2018 http://www.fao.org/dad-is/		6	C	DAD-IS 2018 http://www.fao.org/dad-is/		6	C	DAD-IS 2018 http://www.fao.org/dad-is/		5	C	DAD-IS 2018 http://www.fao.org/dad-is/		5	C	DAD-IS 2018 http://www.fao.org/dad-is/		5	C	DAD-IS 2018 http://www.fao.org/dad-is/		5	C	DAD-IS 2018 http://www.fao.org/dad-is/		6	C	DAD-IS 2018 http://www.fao.org/dad-is/		6	C	DAD-IS 2018 http://www.fao.org/dad-is/		6	C	DAD-IS 2018 http://www.fao.org/dad-is/		3	C	DAD-IS 2018 http://www.fao.org/dad-is/		3	C	DAD-IS 2018 http://www.fao.org/dad-is/		3	C	DAD-IS 2018 http://www.fao.org/dad-is/		2	C	DAD-IS 2018 http://www.fao.org/dad-is/		2	C	DAD-IS 2018 http://www.fao.org/dad-is/		2	C	DAD-IS 2018 http://www.fao.org/dad-is/		2	C	DAD-IS 2018 http://www.fao.org/dad-is/		7	C	DAD-IS 2018 http://www.fao.org/dad-is/		9	C	DAD-IS 2018 http://www.fao.org/dad-is/		17	C	DAD-IS 2018 http://www.fao.org/dad-is/		24	C	DAD-IS 2018 http://www.fao.org/dad-is/		24	C	DAD-IS 2018 http://www.fao.org/dad-is/		24	C	DAD-IS 2018 http://www.fao.org/dad-is/		24	C	DAD-IS 2018 http://www.fao.org/dad-is/		24	C	DAD-IS 2018 http://www.fao.org/dad-is/		24	C	DAD-IS 2018 http://www.fao.org/dad-is/		24	C	DAD-IS 2018 http://www.fao.org/dad-is/		24	C	DAD-IS 2018 http://www.fao.org/dad-is/		23
2	2.5	2.5.2	ER_RSK_LBREDN	Local breeds classified as known being not at risk (number)	620	G	NUMBER					29	2018	20	C	DAD-IS 2018 http://www.fao.org/dad-is/		18	C	DAD-IS 2018 http://www.fao.org/dad-is/		18	C	DAD-IS 2018 http://www.fao.org/dad-is/		18	C	DAD-IS 2018 http://www.fao.org/dad-is/		19	C	DAD-IS 2018 http://www.fao.org/dad-is/		12	C	DAD-IS 2018 http://www.fao.org/dad-is/		12	C	DAD-IS 2018 http://www.fao.org/dad-is/		12	C	DAD-IS 2018 http://www.fao.org/dad-is/		12	C	DAD-IS 2018 http://www.fao.org/dad-is/		12	C	DAD-IS 2018 http://www.fao.org/dad-is/		12	C	DAD-IS 2018 http://www.fao.org/dad-is/		12	C	DAD-IS 2018 http://www.fao.org/dad-is/		12	C	DAD-IS 2018 http://www.fao.org/dad-is/		12	C	DAD-IS 2018 http://www.fao.org/dad-is/		12	C	DAD-IS 2018 http://www.fao.org/dad-is/		11	C	DAD-IS 2018 http://www.fao.org/dad-is/		10	C	DAD-IS 2018 http://www.fao.org/dad-is/		10	C	DAD-IS 2018 http://www.fao.org/dad-is/		10	C	DAD-IS 2018 http://www.fao.org/dad-is/		10	C	DAD-IS 2018 http://www.fao.org/dad-is/		10	C	DAD-IS 2018 http://www.fao.org/dad-is/		19	C	DAD-IS 2018 http://www.fao.org/dad-is/		19	C	DAD-IS 2018 http://www.fao.org/dad-is/		19	C	DAD-IS 2018 http://www.fao.org/dad-is/		16	C	DAD-IS 2018 http://www.fao.org/dad-is/		16	C	DAD-IS 2018 http://www.fao.org/dad-is/		16	C	DAD-IS 2018 http://www.fao.org/dad-is/		17	C	DAD-IS 2018 http://www.fao.org/dad-is/		20	C	DAD-IS 2018 http://www.fao.org/dad-is/		20
2	2.5	2.5.2	ER_RSK_LBREDN	Local breeds classified as known being not at risk (number)	624	G	NUMBER					29	2018	0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0
2	2.5	2.5.2	ER_RSK_LBREDN	Local breeds classified as known being not at risk (number)	64	G	NUMBER					29	2018	16	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		1	C	DAD-IS 2018 http://www.fao.org/dad-is/		2	C	DAD-IS 2018 http://www.fao.org/dad-is/		2	C	DAD-IS 2018 http://www.fao.org/dad-is/		2	C	DAD-IS 2018 http://www.fao.org/dad-is/		2	C	DAD-IS 2018 http://www.fao.org/dad-is/		2	C	DAD-IS 2018 http://www.fao.org/dad-is/		2	C	DAD-IS 2018 http://www.fao.org/dad-is/		2	C	DAD-IS 2018 http://www.fao.org/dad-is/		7	C	DAD-IS 2018 http://www.fao.org/dad-is/		8	C	DAD-IS 2018 http://www.fao.org/dad-is/		15	C	DAD-IS 2018 http://www.fao.org/dad-is/		16	C	DAD-IS 2018 http://www.fao.org/dad-is/		16	C	DAD-IS 2018 http://www.fao.org/dad-is/		16	C	DAD-IS 2018 http://www.fao.org/dad-is/		16	C	DAD-IS 2018 http://www.fao.org/dad-is/		16	C	DAD-IS 2018 http://www.fao.org/dad-is/		16	C	DAD-IS 2018 http://www.fao.org/dad-is/		16	C	DAD-IS 2018 http://www.fao.org/dad-is/		16	C	DAD-IS 2018 http://www.fao.org/dad-is/		16
2	2.5	2.5.2	ER_RSK_LBREDN	Local breeds classified as known being not at risk (number)	642	G	NUMBER					29	2018	0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0	C	DAD-IS 2018 http://www.fao.org/dad-is/		0
